from_experiment,to_experiment,metric,baseline,candidate,delta,relative_change_percent,improvement,direction
A,B,recall_at_5,0.7355242566510172,0.8497652582159625,0.11424100156494532,15.531914893617035,0.11424100156494532,higher_is_better
A,B,mrr,0.6464714211193086,0.7515556300767569,0.1050842089574483,16.255043227665688,0.1050842089574483,higher_is_better
A,B,answer_correctness,0.5846986896679481,0.5644127350799472,-0.020285954588000976,-3.469471532341114,-0.020285954588000976,higher_is_better
A,B,faithfulness,1.0,1.0,0.0,0.0,0.0,higher_is_better
A,B,citation_precision,0.0,0.0,0.0,,0.0,higher_is_better
A,B,hallucination,0.06451612903225806,0.0967741935483871,0.03225806451612903,50.0,-0.03225806451612903,lower_is_better
A,B,total_latency_ms,25.511254032258066,25.93768951612903,0.4264354838709643,1.671558298669881,-0.4264354838709643,lower_is_better
A,B,recall_at_3,0.7057902973395932,0.8043818466353678,0.09859154929577463,13.968957871396892,0.09859154929577463,higher_is_better
A,B,recall_at_10,0.812206572769953,0.9014084507042254,0.08920187793427237,10.98265895953758,0.08920187793427237,higher_is_better
A,B,precision_at_5,0.15492957746478872,0.17934272300469484,0.024413145539906117,15.757575757575767,0.024413145539906117,higher_is_better
A,B,ndcg_at_10,0.6834964622685851,0.7852429952633864,0.1017465329948013,14.88618282779337,0.1017465329948013,higher_is_better
A,B,citation_coverage,0.0,0.0,0.0,,0.0,higher_is_better
A,B,citation_recall,0.0,0.0,0.0,,0.0,higher_is_better
A,B,refusal_correct,0.8991935483870968,0.8870967741935484,-0.012096774193548376,-1.3452914798206266,-0.012096774193548376,higher_is_better
A,B,unsupported_claim_rate,0.0,0.0,0.0,,-0.0,lower_is_better
A,B,retrieval_latency_ms,21.87354435483871,22.03163306451613,0.1580887096774184,0.7227393380462693,-0.1580887096774184,lower_is_better
A,B,estimated_cost_usd,0.0,0.0,0.0,,-0.0,lower_is_better
B,C,recall_at_5,0.8497652582159625,0.9139280125195618,0.0641627543035993,7.550644567219143,0.0641627543035993,higher_is_better
B,C,mrr,0.7515556300767569,0.7989827856025039,0.047427155525747056,6.310531599757065,0.047427155525747056,higher_is_better
B,C,answer_correctness,0.5644127350799472,0.5973649200756609,0.03295218499571373,5.838313515559879,0.03295218499571373,higher_is_better
B,C,faithfulness,1.0,1.0,0.0,0.0,0.0,higher_is_better
B,C,citation_precision,0.0,0.0,0.0,,0.0,higher_is_better
B,C,hallucination,0.0967741935483871,0.08870967741935484,-0.008064516129032251,-8.333333333333325,0.008064516129032251,lower_is_better
B,C,total_latency_ms,25.93768951612903,28.14949193548387,2.2118024193548393,8.527368707916168,-2.2118024193548393,lower_is_better
B,C,recall_at_3,0.8043818466353678,0.877151799687011,0.07276995305164313,9.046692607003882,0.07276995305164313,higher_is_better
B,C,recall_at_10,0.9014084507042254,0.9366197183098591,0.035211267605633756,3.9062499999999947,0.035211267605633756,higher_is_better
B,C,precision_at_5,0.17934272300469484,0.19342723004694837,0.01408450704225353,7.853403141361262,0.01408450704225353,higher_is_better
B,C,ndcg_at_10,0.7852429952633864,0.8318285547588098,0.04658555949542342,5.932629743458926,0.04658555949542342,higher_is_better
B,C,citation_coverage,0.0,0.0,0.0,,0.0,higher_is_better
B,C,citation_recall,0.0,0.0,0.0,,0.0,higher_is_better
B,C,refusal_correct,0.8870967741935484,0.875,-0.012096774193548376,-1.3636363636363624,-0.012096774193548376,higher_is_better
B,C,unsupported_claim_rate,0.0,0.0,0.0,,-0.0,lower_is_better
B,C,retrieval_latency_ms,22.03163306451613,22.793225806451613,0.761592741935484,3.4568147522486457,-0.761592741935484,lower_is_better
B,C,estimated_cost_usd,0.0,0.0,0.0,,-0.0,lower_is_better
C,D,recall_at_5,0.9139280125195618,0.9139280125195618,0.0,0.0,0.0,higher_is_better
C,D,mrr,0.7989827856025039,0.7989827856025039,0.0,0.0,0.0,higher_is_better
C,D,answer_correctness,0.5973649200756609,0.5340388438722873,-0.0633260762033736,-10.600903078699845,-0.0633260762033736,higher_is_better
C,D,faithfulness,1.0,1.0,0.0,0.0,0.0,higher_is_better
C,D,citation_precision,0.0,0.9530516431924883,0.9530516431924883,,0.9530516431924883,higher_is_better
C,D,hallucination,0.08870967741935484,0.08870967741935484,0.0,0.0,-0.0,lower_is_better
C,D,total_latency_ms,28.14949193548387,47.02786693548387,18.878375000000002,67.06470952750252,-18.878375000000002,lower_is_better
C,D,recall_at_3,0.877151799687011,0.877151799687011,0.0,0.0,0.0,higher_is_better
C,D,recall_at_10,0.9366197183098591,0.9366197183098591,0.0,0.0,0.0,higher_is_better
C,D,precision_at_5,0.19342723004694837,0.19342723004694837,0.0,0.0,0.0,higher_is_better
C,D,ndcg_at_10,0.8318285547588098,0.8318285547588098,0.0,0.0,0.0,higher_is_better
C,D,citation_coverage,0.0,0.8012217530690438,0.8012217530690438,,0.8012217530690438,higher_is_better
C,D,citation_recall,0.0,0.827073552425665,0.827073552425665,,0.827073552425665,higher_is_better
C,D,refusal_correct,0.875,0.8709677419354839,-0.0040322580645161255,-0.46082949308755716,-0.0040322580645161255,higher_is_better
C,D,unsupported_claim_rate,0.0,0.0,0.0,,-0.0,lower_is_better
C,D,retrieval_latency_ms,22.793225806451613,22.38167338709677,-0.411552419354841,-1.8055909367525824,0.411552419354841,lower_is_better
C,D,estimated_cost_usd,0.0,0.0,0.0,,-0.0,lower_is_better
