from_experiment,to_experiment,metric,baseline,candidate,delta,relative_change_percent,improvement,direction
A,B,recall_at_5,0.7355242566510172,0.8497652582159625,0.11424100156494532,15.531914893617035,0.11424100156494532,higher_is_better
A,B,mrr,0.6464714211193086,0.7515556300767569,0.1050842089574483,16.255043227665688,0.1050842089574483,higher_is_better
A,B,answer_correctness,0.5080857864421418,0.5200578963702697,0.011972109928127916,2.356316639353823,0.011972109928127916,higher_is_better
A,B,faithfulness,0.8870967741935484,0.9395161290322581,0.05241935483870974,5.909090909090916,0.05241935483870974,higher_is_better
A,B,citation_precision,0.0,0.0,0.0,,0.0,higher_is_better
A,B,hallucination,0.1774193548387097,0.15725806451612903,-0.020161290322580655,-11.363636363636369,0.020161290322580655,lower_is_better
A,B,total_latency_ms,30.494415322580643,27.003689516129032,-3.4907258064516107,-11.447098655689858,3.4907258064516107,lower_is_better
A,B,recall_at_3,0.7057902973395932,0.8043818466353678,0.09859154929577463,13.968957871396892,0.09859154929577463,higher_is_better
A,B,recall_at_10,0.812206572769953,0.9014084507042254,0.08920187793427237,10.98265895953758,0.08920187793427237,higher_is_better
A,B,precision_at_5,0.15492957746478872,0.17934272300469484,0.024413145539906117,15.757575757575767,0.024413145539906117,higher_is_better
A,B,ndcg_at_10,0.6834964622685851,0.7852429952633864,0.1017465329948013,14.88618282779337,0.1017465329948013,higher_is_better
A,B,citation_coverage,0.0,0.0,0.0,,0.0,higher_is_better
A,B,citation_recall,0.0,0.0,0.0,,0.0,higher_is_better
A,B,refusal_correct,0.8588709677419355,0.8588709677419355,0.0,0.0,0.0,higher_is_better
A,B,unsupported_claim_rate,0.11290322580645161,0.06048387096774194,-0.05241935483870967,-46.42857142857142,0.05241935483870967,lower_is_better
A,B,retrieval_latency_ms,25.73097983870968,22.780826612903226,-2.950153225806453,-11.465374596299839,2.950153225806453,lower_is_better
A,B,estimated_cost_usd,0.0,0.0,0.0,,-0.0,lower_is_better
B,C,recall_at_5,0.8497652582159625,0.9139280125195618,0.0641627543035993,7.550644567219143,0.0641627543035993,higher_is_better
B,C,mrr,0.7515556300767569,0.7989827856025039,0.047427155525747056,6.310531599757065,0.047427155525747056,higher_is_better
B,C,answer_correctness,0.5200578963702697,0.5449455652369511,0.024887668866681478,4.785557346669343,0.024887668866681478,higher_is_better
B,C,faithfulness,0.9395161290322581,0.9112903225806451,-0.02822580645161299,-3.0042918454935714,-0.02822580645161299,higher_is_better
B,C,citation_precision,0.0,0.0,0.0,,0.0,higher_is_better
B,C,hallucination,0.15725806451612903,0.1774193548387097,0.020161290322580655,12.820512820512828,-0.020161290322580655,lower_is_better
B,C,total_latency_ms,27.003689516129032,29.207092741935487,2.203403225806454,8.15963768391865,-2.203403225806454,lower_is_better
B,C,recall_at_3,0.8043818466353678,0.877151799687011,0.07276995305164313,9.046692607003882,0.07276995305164313,higher_is_better
B,C,recall_at_10,0.9014084507042254,0.9366197183098591,0.035211267605633756,3.9062499999999947,0.035211267605633756,higher_is_better
B,C,precision_at_5,0.17934272300469484,0.19342723004694837,0.01408450704225353,7.853403141361262,0.01408450704225353,higher_is_better
B,C,ndcg_at_10,0.7852429952633864,0.8318285547588098,0.04658555949542342,5.932629743458926,0.04658555949542342,higher_is_better
B,C,citation_coverage,0.0,0.0,0.0,,0.0,higher_is_better
B,C,citation_recall,0.0,0.0,0.0,,0.0,higher_is_better
B,C,refusal_correct,0.8588709677419355,0.8588709677419355,0.0,0.0,0.0,higher_is_better
B,C,unsupported_claim_rate,0.06048387096774194,0.08870967741935484,0.028225806451612906,46.666666666666664,-0.028225806451612906,lower_is_better
B,C,retrieval_latency_ms,22.780826612903226,23.464145161290322,0.6833185483870956,2.999533599013738,-0.6833185483870956,lower_is_better
B,C,estimated_cost_usd,0.0,0.0,0.0,,-0.0,lower_is_better
C,D,recall_at_5,0.9139280125195618,0.9139280125195618,0.0,0.0,0.0,higher_is_better
C,D,mrr,0.7989827856025039,0.7989827856025039,0.0,0.0,0.0,higher_is_better
C,D,answer_correctness,0.5449455652369511,0.48161948903357754,-0.0633260762033736,-11.620624194975953,-0.0633260762033736,higher_is_better
C,D,faithfulness,0.9112903225806451,0.907258064516129,-0.0040322580645161255,-0.4424778761061943,-0.0040322580645161255,higher_is_better
C,D,citation_precision,0.0,0.9530516431924883,0.9530516431924883,,0.9530516431924883,higher_is_better
C,D,hallucination,0.1774193548387097,0.1814516129032258,0.0040322580645161255,2.2727272727272707,-0.0040322580645161255,lower_is_better
C,D,total_latency_ms,29.207092741935487,45.80856451612903,16.601471774193545,56.840548701231,-16.601471774193545,lower_is_better
C,D,recall_at_3,0.877151799687011,0.877151799687011,0.0,0.0,0.0,higher_is_better
C,D,recall_at_10,0.9366197183098591,0.9366197183098591,0.0,0.0,0.0,higher_is_better
C,D,precision_at_5,0.19342723004694837,0.19342723004694837,0.0,0.0,0.0,higher_is_better
C,D,ndcg_at_10,0.8318285547588098,0.8318285547588098,0.0,0.0,0.0,higher_is_better
C,D,citation_coverage,0.0,0.7636057083240182,0.7636057083240182,,0.7636057083240182,higher_is_better
C,D,citation_recall,0.0,0.827073552425665,0.827073552425665,,0.827073552425665,higher_is_better
C,D,refusal_correct,0.8588709677419355,0.8588709677419355,0.0,0.0,0.0,higher_is_better
C,D,unsupported_claim_rate,0.08870967741935484,0.09274193548387097,0.0040322580645161255,4.545454545454541,-0.0040322580645161255,lower_is_better
C,D,retrieval_latency_ms,23.464145161290322,21.09631048387097,-2.367834677419353,-10.091288905447355,2.367834677419353,lower_is_better
C,D,estimated_cost_usd,0.0,0.0,0.0,,-0.0,lower_is_better
